d000.s000.t000 bn:00106124a
d159.s007.t014 bn:00085319v
d159.s008.t000 bn:00032402n
d159.s008.t001 bn:00116319r
d159.s008.t002 bn:00110425a
d159.s008.t003 bn:00047062n
d159.s008.t004 bn:00085519v
d159.s008.t005 bn:00087918v
d159.s008.t006 bn:00000661n
d159.s008.t007 bn:00048242n
d159.s008.t008 bn:00114246r
d159.s008.t009 bn:00082295v
d159.s008.t010 bn:00115917r
d159.s008.t011 bn:00097548a
d159.s008.t012 bn:00089800v
d159.s008.t013 bn:00012418n
d159.s009.t000 bn:00019320n
d159.s009.t001 bn:00022282n
d159.s009.t002 bn:00116360r
d159.s009.t003 bn:00114250r
d159.s009.t004 bn:00082705v
d159.s009.t005 bn:00012418n
d159.s009.t006 bn:00115177r
d159.s010.t000 bn:00116104r
d159.s010.t001 bn:00096939a
d159.s010.t002 bn:00032402n
d159.s010.t003 bn:00005439n
d159.s010.t004 bn:00083181v
d159.s010.t005 bn:00116284r
d159.s010.t006 bn:00111409a
d159.s010.t007 bn:00115235r
d159.s010.t008 bn:00067998n
d159.s010.t009 bn:00047062n
d159.s010.t010 bn:00109413a
d159.s010.t011 bn:00082540v
d159.s010.t012 bn:00100687a
d159.s010.t013 bn:00000663n
d159.s010.t014 bn:00106408a
d159.s010.t015 bn:00063214n
d159.s010.t016 bn:00088643v
d159.s010.t017 bn:00015795n
d159.s010.t018 bn:00046304n
d159.s011.t000 bn:00116218r
d159.s011.t001 bn:00007309n
d159.s011.t002 bn:00036538n
d159.s011.t003 bn:00056059n
d159.s011.t004 bn:00085851v
d159.s011.t005 bn:00017178n
d159.s011.t006 bn:00104995a
d159.s011.t007 bn:00006248n
d159.s012.t000 bn:00114250r
d159.s012.t001 bn:00103779a
d159.s012.t002 bn:00058285n
d159.s012.t003 bn:00032675n
d159.s012.t004 bn:00090426v
d159.s012.t005 bn:00075008n
d159.s012.t006 bn:00046567n
d159.s012.t007 bn:00019319n
d159.s012.t008 bn:00108758a
d159.s012.t009 bn:00048653n
d159.s013.t000 bn:00005018n
d159.s013.t001 bn:00075008n
d159.s013.t002 bn:00083181v
d159.s013.t003 bn:00115235r
d159.s013.t004 bn:00111312a
d159.s013.t005 bn:00104052a
d159.s013.t006 bn:00046576n
d159.s013.t007 bn:00087012v
d159.s013.t008 bn:00099003a
d159.s013.t009 bn:00058442n
d159.s013.t010 bn:00101795a
d159.s013.t011 bn:00006491n
d159.s013.t012 bn:00091028v
d159.s013.t013 bn:00096447a
d159.s013.t014 bn:00001018n
d159.s013.t015 bn:00087108v
d159.s013.t016 bn:00102277a
d159.s013.t017 bn:00018756n
d159.s013.t018 bn:00095887a
d159.s013.t019 bn:00035305n
d159.s014.t000 bn:00105939a
d159.s014.t001 bn:00046576n
d159.s014.t002 bn:00029683n
d159.s014.t003 bn:00083183v
d159.s014.t004 bn:00095887a
d159.s014.t005 bn:00035305n
d159.s014.t006 bn:00083181v
d159.s014.t007 bn:00116295r
d159.s014.t008 bn:00029892n
d159.s014.t009 bn:00114778r
d159.s014.t010 bn:00083374v
d159.s014.t011 bn:00052911n
d159.s014.t012 bn:00090460v
d159.s014.t013 bn:00001965n
d159.s014.t014 bn:00084079v
d159.s014.t015 bn:00022995n
d159.s014.t016 bn:00090033v
d159.s014.t017 bn:00029892n
d159.s015.t000 bn:00056033n
d159.s015.t001 bn:00046576n
d159.s015.t002 bn:00114455r
d159.s015.t003 bn:00017178n
d159.s015.t004 bn:00083181v
d159.s015.t005 bn:00116360r
d159.s015.t006 bn:00114680r
d159.s015.t007 bn:00107267a
d159.s015.t008 bn:00059235n
d159.s015.t009 bn:00082690v
d159.s015.t010 bn:00083370v
d159.s016.t000 bn:00083181v
d159.s016.t001 bn:00114626r
d159.s016.t002 bn:00032099n
d159.s016.t003 bn:00050433n
d159.s016.t004 bn:00041978n
d159.s016.t005 bn:00088489v
d159.s016.t006 bn:00035908n
d159.s016.t007 bn:00096963a
d159.s016.t008 bn:00019319n
d159.s017.t000 bn:00098342a
d159.s017.t001 bn:00032675n
d159.s017.t002 bn:00083183v
d159.s017.t003 bn:00114784r
d159.s017.t004 bn:00114747r
d159.s017.t005 bn:00017120n
d159.s017.t006 bn:00019319n
d159.s017.t007 bn:00015396n
d159.s017.t008 bn:00032675n
d159.s017.t009 bn:00051760n
d159.s017.t010 bn:00041942n
d159.s017.t011 bn:00026672n
d159.s017.t012 bn:00046568n
d159.s017.t013 bn:00041942n
d159.s017.t014 bn:00062679n
d159.s017.t015 bn:00046568n
d159.s017.t016 bn:00115452r
d159.s017.t017 bn:00049847n
d159.s017.t018 bn:00114402r
d159.s017.t019 bn:00083182v
d159.s017.t020 bn:00012214n
d159.s017.t021 bn:00019319n
d159.s017.t022 bn:00099857a
d159.s017.t023 bn:00071122n
d159.s017.t024 bn:00067948n
d159.s017.t025 bn:00074446n
d159.s017.t026 bn:00027982n
d159.s017.t027 bn:00063941n
d159.s017.t028 bn:00067948n
d159.s018.t000 bn:00050433n
d159.s018.t001 bn:00083181v
d159.s018.t002 bn:00061932n
d159.s018.t003 bn:00066020n
d159.s018.t004 bn:00074111n
d159.s018.t005 bn:00077268n
d159.s018.t006 bn:00009824n
d159.s018.t007 bn:00000355n
d159.s018.t008 bn:00083797v
d159.s018.t009 bn:00107787a
d159.s018.t010 bn:00032675n
d159.s018.t011 bn:00005517n
d159.s018.t012 bn:00083181v
d159.s018.t013 bn:00098560a
d159.s019.t000 bn:00056059n
d159.s019.t001 bn:00007309n
d159.s019.t002 bn:00082442v
d159.s019.t003 bn:00053285n
d159.s019.t004 bn:00107267a
d159.s019.t005 bn:00025974n
d159.s019.t006 bn:00084931v
d159.s019.t007 bn:00046568n
d159.s019.t008 bn:00049847n
d159.s020.t000 bn:00047134n
d159.s020.t001 bn:00083293v
d159.s020.t002 bn:00099557a
d159.s020.t003 bn:00083183v
d159.s020.t004 bn:00066025n
d159.s020.t005 bn:00078385n
d159.s020.t006 bn:00102542a
d159.s020.t007 bn:00098342a
d159.s020.t008 bn:00021248n
d159.s020.t009 bn:00106215a
d159.s020.t010 bn:00000356n
d159.s021.t000 bn:00066025n
d159.s021.t001 bn:00083181v
d159.s021.t002 bn:00117138r
d159.s021.t003 bn:00104680a
d159.s021.t004 bn:00083181v
d159.s021.t005 bn:00114778r
d159.s021.t006 bn:00116360r
d159.s021.t007 bn:00114250r
d159.s021.t008 bn:00100966a
d159.s021.t009 bn:00051928n
d159.s021.t010 bn:00026581n
d159.s021.t011 bn:00066009n
d159.s021.t012 bn:00083181v
d159.s021.t013 bn:00099557a
d159.s021.t014 bn:00043152n
d159.s022.t000 bn:00082881v
d159.s022.t001 bn:00110620a
d159.s022.t002 bn:00013768n
d159.s022.t003 bn:00014137n
d159.s022.t004 bn:00084700v
d159.s022.t005 bn:00066020n
d159.s022.t006 bn:00087905v
d159.s022.t007 bn:00110562a
d159.s022.t008 bn:00012742n
d159.s022.t009 bn:00046568n
d159.s022.t010 bn:00025417n
d159.s022.t011 bn:00106408a
d159.s022.t012 bn:00014136n
d159.s022.t013 bn:00087617v
d159.s022.t014 bn:00066020n
d159.s023.t000 bn:00083185v
d159.s023.t001 bn:00116382r
d159.s023.t002 bn:00106408a
d159.s023.t003 bn:00000013n
d159.s023.t004 bn:00081593n
d159.s023.t005 bn:00032675n
d159.s023.t006 bn:00098342a
d159.s023.t007 bn:00015795n
d159.s023.t008 bn:00082790v
d159.s023.t009 bn:00087327v
d159.s023.t010 bn:00113459a
d159.s023.t011 bn:00061054n
d159.s023.t012 bn:00068614n
d159.s023.t013 bn:00077888n
d159.s023.t014 bn:00041797n
d159.s023.t015 bn:00067975n
d159.s023.t016 bn:00014089n
d159.s023.t017 bn:00083181v
d159.s023.t018 bn:00114117r
d159.s023.t019 bn:00116284r
d159.s023.t020 bn:00100415a
d159.s023.t021 bn:00113691a
d159.s023.t022 bn:00032675n
d159.s024.t000 bn:00041942n
d159.s024.t001 bn:00041942n
d159.s024.t002 bn:00102268a
d159.s024.t003 bn:00032645n
d159.s024.t004 bn:00051760n
d159.s024.t005 bn:00051760n
d159.s024.t006 bn:00061418n
d159.s024.t007 bn:00041942n
d159.s024.t008 bn:00051760n
d159.s024.t009 bn:00041942n
d159.s024.t010 bn:00041942n
d159.s024.t011 bn:00019336n
d159.s024.t012 bn:00107267a
d159.s024.t013 bn:00007309n
d159.s024.t014 bn:00006485n
d159.s024.t015 bn:00046568n
d159.s024.t016 bn:00114212r
d159.s024.t017 bn:00114823r
d159.s024.t018 bn:00093511v
d159.s024.t019 bn:00035907n
d159.s024.t020 bn:00100416a
d159.s024.t021 bn:00053680n
d159.s025.t000 bn:00083181v
d159.s025.t001 bn:00111406a
d159.s025.t002 bn:00046568n
d159.s025.t003 bn:00067975n
d159.s025.t004 bn:00089384v
d159.s025.t005 bn:00088643v
d159.s025.t006 bn:00081593n
d159.s026.t000 bn:00107267a
d159.s026.t001 bn:00032402n
d159.s026.t002 bn:00088972v
d159.s026.t003 bn:00008365n
d159.s026.t004 bn:00106015a
d159.s026.t005 bn:00107177a
d159.s026.t006 bn:00040605n
d159.s026.t007 bn:00054550n
d159.s026.t008 bn:00100034a
d159.s026.t009 bn:00013047n
d159.s026.t010 bn:00105939a
d159.s026.t011 bn:00046576n
d159.s027.t000 bn:00028783n
d159.s027.t001 bn:00009233n
d159.s027.t002 bn:00051760n
d159.s027.t003 bn:00009834n
d159.s027.t004 bn:00085670v
d159.s027.t005 bn:00005362n
d159.s027.t006 bn:00095952a
d159.s027.t007 bn:00047159n
d159.s027.t008 bn:00101771a
d159.s027.t009 bn:00009334n
d159.s027.t010 bn:00083181v
d159.s027.t011 bn:00080106n
d159.s027.t012 bn:00036941n
d159.s028.t000 bn:00036941n
d159.s028.t001 bn:00083181v
d159.s028.t002 bn:00113940a
d159.s029.t000 bn:00046568n
d159.s029.t001 bn:00051760n
d159.s029.t002 bn:00114634r
d159.s029.t003 bn:00115530r
d159.s029.t004 bn:00116346r
d159.s029.t005 bn:00090224v
d159.s029.t006 bn:00057474n
d159.s029.t007 bn:00068045n
d159.s029.t008 bn:00078131n
d159.s030.t000 bn:00115244r
d159.s030.t001 bn:00083181v
d159.s030.t002 bn:00116064r
d159.s030.t003 bn:00102565a
d159.s030.t004 bn:00046516n
d159.s030.t005 bn:00054297n
d159.s030.t006 bn:00096925a
d159.s030.t007 bn:00075025n
d159.s030.t008 bn:00041942n
d159.s031.t000 bn:00086592v
d159.s031.t001 bn:00079509n
d159.s031.t002 bn:00019319n
d159.s031.t003 bn:00100709a
d159.s031.t004 bn:00100136a
d159.s031.t005 bn:00111968a
d159.s031.t006 bn:00019319n
d159.s031.t007 bn:00054272n
d159.s031.t008 bn:00088853v
d159.s031.t009 bn:00117043r
d159.s031.t010 bn:00116290r
d159.s031.t011 bn:00096475a
d159.s031.t012 bn:00096963a
d159.s031.t013 bn:00065538n
d159.s032.t000 bn:00083181v
d159.s032.t001 bn:00110288a
d159.s032.t002 bn:00014136n
d159.s032.t003 bn:00085314v
d159.s032.t004 bn:00114171r
d159.s032.t005 bn:00095887a
d159.s032.t006 bn:00049847n
d159.s032.t007 bn:00032675n
d159.s032.t008 bn:00014169n
d159.s032.t009 bn:00087235v
d159.s032.t010 bn:00042833n
d159.s032.t011 bn:00110288a
d159.s032.t012 bn:00021248n
d159.s033.t000 bn:00083181v
d159.s033.t001 bn:00105276a
d159.s033.t002 bn:00090740v
d159.s033.t003 bn:00046568n
d159.s033.t004 bn:00009233n
d159.s033.t005 bn:00051760n
d159.s033.t006 bn:00087235v
d159.s033.t007 bn:00106954a
d159.s033.t008 bn:00046315n
d159.s033.t009 bn:00007299n
d159.s033.t010 bn:00107396a
d159.s033.t011 bn:00100538a
d159.s033.t012 bn:00005862n
d159.s033.t013 bn:00026699n
d159.s033.t014 bn:00060984n
d159.s033.t015 bn:00082966v
d159.s033.t016 bn:00114418r
d159.s033.t017 bn:00108290a
d159.s033.t018 bn:00055743n
d159.s034.t000 bn:00032675n
d159.s034.t001 bn:00083182v
d159.s034.t002 bn:00114250r
d159.s034.t003 bn:00017120n
d159.s034.t004 bn:00049578n
d159.s034.t005 bn:00083183v
d159.s034.t006 bn:00115452r
d159.s034.t007 bn:00019319n
d159.s034.t008 bn:00036568n
d159.s035.t000 bn:00087063v
d159.s035.t001 bn:00032675n
d159.s035.t002 bn:00115244r
d159.s035.t003 bn:00102794a
d159.s035.t004 bn:00007309n
d159.s035.t005 bn:00116360r
d159.s035.t006 bn:00082553v
d159.s035.t007 bn:00103779a
d159.s035.t008 bn:00032426n
d159.s035.t009 bn:00041978n
d159.s035.t010 bn:00061054n
d159.s035.t011 bn:00019319n
d159.s036.t000 bn:00115244r
d159.s036.t001 bn:00052050n
d159.s036.t002 bn:00044967n
d159.s036.t003 bn:00014141n
d159.s036.t004 bn:00036569n
d159.s036.t005 bn:00055995n
d159.s036.t006 bn:00083181v
d159.s036.t007 bn:00114784r
d159.s036.t008 bn:00108169a
d159.s036.t009 bn:00026115n
d159.s036.t010 bn:00083293v
d159.s036.t011 bn:00101358a
d159.s036.t012 bn:00082811v
d159.s036.t013 bn:00114290r
d159.s037.t000 bn:00089534v
d159.s037.t001 bn:00083182v
d159.s037.t002 bn:00025080n
d159.s037.t003 bn:00007309n
d159.s037.t004 bn:00084699v
d159.s037.t005 bn:00017178n
d159.s037.t006 bn:00067421n
d159.s037.t007 bn:00115235r
d159.s037.t008 bn:00019319n
d159.s037.t009 bn:00065100n
d159.s037.t010 bn:00083181v
d159.s037.t011 bn:00102875a
d159.s038.t000 bn:00067421n
d159.s038.t001 bn:00114869r
d159.s038.t002 bn:00114250r
d159.s038.t003 bn:00091169v
d159.s038.t004 bn:00063595n
d159.s038.t005 bn:00035663n
d159.s038.t006 bn:00004993n
d159.s038.t007 bn:00019995n
d159.s038.t008 bn:00012452n
d159.s038.t009 bn:00015233n
d159.s038.t010 bn:00051181n
d159.s039.t000 bn:00106333a
d159.s039.t001 bn:00065265n
d159.s039.t002 bn:00085704v
d159.s039.t003 bn:00096004a
d159.s039.t004 bn:00078738n
d159.s039.t005 bn:00114178r
d159.s039.t006 bn:00107267a
d159.s039.t007 bn:00009516n
d159.s039.t008 bn:00081370n
d159.s039.t009 bn:00020184n
d159.s039.t010 bn:00029497n
d159.s039.t011 bn:00012035n
d159.s039.t012 bn:00010248n
d159.s039.t013 bn:00048613n
d159.s039.t014 bn:00032892n
d159.s039.t015 bn:00086602v
d159.s039.t016 bn:00101771a
d159.s039.t017 bn:00026342n
d159.s039.t018 bn:00070311n
d159.s039.t019 bn:00083181v
d159.s040.t000 bn:00026342n
d159.s040.t001 bn:00085611v
d159.s040.t002 bn:00095890a
d159.s040.t003 bn:00061135n
d159.s040.t004 bn:00051760n
d159.s040.t005 bn:00096798a
d159.s040.t006 bn:00078006n
d159.s040.t007 bn:00085756v
d159.s041.t000 bn:00071215n
d159.s041.t001 bn:00083183v
d159.s041.t002 bn:00117138r
d159.s041.t003 bn:00114427r
d159.s041.t004 bn:00013768n
d159.s041.t005 bn:00101771a
d159.s041.t006 bn:00071215n
d159.s041.t007 bn:00083181v
d159.s041.t008 bn:00100122a
d159.s041.t009 bn:00025746n
d159.s041.t010 bn:00106408a
d159.s041.t011 bn:00019319n
d159.s041.t012 bn:00111406a
d159.s041.t013 bn:00005706n
d159.s041.t014 bn:00093472v
d159.s041.t015 bn:00115880r
d159.s041.t016 bn:00028959n
d159.s042.t000 bn:00067419n
d159.s042.t001 bn:00044919n
d159.s042.t002 bn:00014155n
d159.s042.t003 bn:00079107n
d159.s042.t004 bn:00068915n
d159.s042.t005 bn:00086417v
d159.s042.t006 bn:00114216r
d159.s042.t007 bn:00028119n
d159.s042.t008 bn:00085714v
d159.s042.t009 bn:00085122v
d159.s042.t010 bn:00013578n
d159.s042.t011 bn:00089368v
d159.s042.t012 bn:00008364n
d159.s043.t000 bn:00106953a
d159.s043.t001 bn:00027523n
d159.s043.t002 bn:00061932n
d159.s043.t003 bn:00034392n
d159.s043.t004 bn:00083181v
d159.s043.t005 bn:00114823r
d159.s043.t006 bn:00104447a
d159.s044.t000 bn:00111406a
d159.s044.t001 bn:00017134n
d159.s044.t002 bn:00005706n
d159.s044.t003 bn:00116360r
d159.s044.t004 bn:00115244r
d159.s044.t005 bn:00045122n
d159.s044.t006 bn:00098905a
d159.s044.t007 bn:00058098n
d159.s044.t008 bn:00116495r
d159.s044.t009 bn:00026672n
d159.s044.t010 bn:00087106v
d159.s044.t011 bn:00079107n
d159.s044.t012 bn:00013768n
d159.s044.t013 bn:00014137n
d159.s044.t014 bn:00084564v
d159.s044.t015 bn:00027862n
d159.s044.t016 bn:00054416n
d159.s044.t017 bn:00088204v
d159.s044.t018 bn:00044490n
d159.s044.t019 bn:00071215n
d159.s045.t000 bn:00076404n
d159.s045.t001 bn:00087056v
d159.s045.t002 bn:00062275n
d159.s046.t000 bn:00075009n
d159.s046.t001 bn:00114869r
d159.s046.t002 bn:00084387v
d159.s046.t003 bn:00106108a
d159.s046.t004 bn:00019319n
d159.s046.t005 bn:00058286n
d159.s046.t006 bn:00090398v
d159.s046.t007 bn:00001227n
d159.s046.t008 bn:00115235r
d159.s046.t009 bn:00051749n
d159.s046.t010 bn:00087530v
d159.s046.t011 bn:00019320n
d159.s046.t012 bn:00058275n
d159.s047.t000 bn:00111406a
d159.s047.t001 bn:00005706n
d159.s047.t002 bn:00117263r
d159.s047.t003 bn:00082240v
d159.s047.t004 bn:00068915n
d159.s047.t005 bn:00087106v
d159.s047.t006 bn:00115244r
d159.s047.t007 bn:00028756n
d159.s047.t008 bn:00028249n
d159.s047.t009 bn:00116326r
d159.s047.t010 bn:00107879a
d159.s048.t000 bn:00000756n
d159.s048.t001 bn:00059130n
d159.s048.t002 bn:00085714v
d159.s048.t003 bn:00083486v
d159.s048.t004 bn:00101567a
d159.s048.t005 bn:00013643n
d159.s048.t006 bn:00074453n
d159.s048.t007 bn:00027451n
d159.s048.t008 bn:00099598a
d159.s048.t009 bn:00071215n
d159.s048.t010 bn:00088736v
d159.s048.t011 bn:00005706n
d159.s048.t012 bn:00082690v
d159.s048.t013 bn:00116284r
d159.s048.t014 bn:00109075a
d159.s048.t015 bn:00083181v
d159.s049.t000 bn:00106408a
d159.s049.t001 bn:00016401n
d159.s049.t002 bn:00074033n
d159.s049.t003 bn:00083970v
d159.s049.t004 bn:00014155n
d159.s049.t005 bn:00059126n
d159.s049.t006 bn:00084089v
d159.s049.t007 bn:00055644n
d159.s049.t008 bn:00005706n
d159.s049.t009 bn:00023005n
d159.s049.t010 bn:00092475v
d159.s049.t011 bn:00035732n
d159.s049.t012 bn:00116104r
d159.s049.t013 bn:00100884a
d159.s049.t014 bn:00107787a
d159.s049.t015 bn:00071215n
d159.s050.t000 bn:00033854n
d159.s050.t001 bn:00021337n
d159.s050.t002 bn:00114250r
d159.s050.t003 bn:00106967a
d159.s050.t004 bn:00035768n
d159.s050.t005 bn:00096963a
d159.s050.t006 bn:00029678n
d159.s050.t007 bn:00084700v
d159.s050.t008 bn:00067419n
d159.s050.t009 bn:00116360r
d159.s050.t010 bn:00089241v
d159.s050.t011 bn:00111406a
d159.s050.t012 bn:00059126n
d159.s050.t013 bn:00082587v
d159.s050.t014 bn:00080229n
d159.s050.t015 bn:00037027n
d159.s050.t016 bn:00017562n
d159.s050.t017 bn:00103623a
d159.s050.t018 bn:00107267a
d159.s050.t019 bn:00005706n
d159.s051.t000 bn:00032655n
d159.s051.t001 bn:00082690v
d159.s051.t002 bn:00083182v
d159.s051.t003 bn:00116789r
d159.s051.t004 bn:00106408a
d159.s051.t005 bn:00098342a
d159.s051.t006 bn:00005706n
d159.s051.t007 bn:00071215n
d159.s051.t008 bn:00083181v
d159.s051.t009 bn:00112668a
d159.s051.t010 bn:00018661n
d159.s051.t011 bn:00051760n
d159.s051.t012 bn:00075008n
d159.s051.t013 bn:00083181v
d159.s051.t014 bn:00104680a
d159.s051.t015 bn:00083181v
d159.s051.t016 bn:00014155n
d159.s051.t017 bn:00115244r
d159.s051.t018 bn:00111407a
d159.s051.t019 bn:00019319n
d159.s051.t020 bn:00082995v
d159.s051.t021 bn:00114626r
d159.s051.t022 bn:00117043r
d159.s051.t023 bn:00106408a
d159.s051.t024 bn:00098342a
d159.s051.t025 bn:00005706n
d159.s052.t000 bn:00115484r
d159.s052.t001 bn:00022996n
d159.s052.t002 bn:00083181v
d159.s052.t003 bn:00114250r
d159.s052.t004 bn:00104162a
d159.s052.t005 bn:00107267a
d159.s052.t006 bn:00071215n
d159.s052.t007 bn:00100312a
d159.s052.t008 bn:00008406n
d159.s052.t009 bn:00082295v
d159.s052.t010 bn:00000753n
d159.s052.t011 bn:00040387n
d159.s052.t012 bn:00083340v
d159.s052.t013 bn:00086934v
d159.s053.t000 bn:00093287v
d159.s053.t001 bn:00114216r
d159.s053.t002 bn:00098342a
d159.s053.t003 bn:00005706n
d159.s053.t004 bn:00071215n
d159.s053.t005 bn:00092756v
d159.s053.t006 bn:00106333a
d159.s053.t007 bn:00012896n
d159.s053.t008 bn:00044267n
d159.s053.t009 bn:00026696n
d159.s053.t010 bn:00096963a
d159.s053.t011 bn:00067421n
d159.s054.t000 bn:00115266r
d159.s054.t001 bn:00111406a
d159.s054.t002 bn:00032675n
d159.s054.t003 bn:00083181v
d159.s054.t004 bn:00116284r
d159.s054.t005 bn:00100415a
d159.s054.t006 bn:00101771a
d159.s054.t007 bn:00046568n
d159.s054.t008 bn:00081593n
d159.s054.t009 bn:00007309n
d159.s054.t010 bn:00078318n
d159.s054.t011 bn:00017134n
d159.s054.t012 bn:00082690v
d159.s054.t013 bn:00115322r
d159.s054.t014 bn:00101973a
d159.s054.t015 bn:00101771a
d159.s054.t016 bn:00026342n
d159.s054.t017 bn:00083181v
d159.s054.t018 bn:00105978a
d159.s054.t019 bn:00027747n
d159.s054.t020 bn:00000356n
d159.s055.t000 bn:00115888r
d159.s055.t001 bn:00083185v
d159.s055.t002 bn:00110911a
d159.s055.t003 bn:00019319n
d159.s055.t004 bn:00111406a
d159.s055.t005 bn:00071229n
d159.s055.t006 bn:00082920v
d159.s055.t007 bn:00019763n
d159.s055.t008 bn:00083183v
d159.s055.t009 bn:00115505r
d159.s055.t010 bn:00116295r
d159.s055.t011 bn:00099859a
d159.s055.t012 bn:00014155n
d159.s056.t000 bn:00046516n
d159.s056.t001 bn:00000745n
d159.s056.t002 bn:00058564n
d159.s056.t003 bn:00051760n
d159.s056.t004 bn:00087328v
d159.s056.t005 bn:00055331n
d159.s056.t006 bn:00017120n
d159.s056.t007 bn:00101771a
d159.s056.t008 bn:00037498n
d159.s056.t009 bn:00075008n
d159.s056.t010 bn:00106332a
d159.s056.t011 bn:00071229n
d159.s056.t012 bn:00114626r
d159.s056.t013 bn:00060699n
d159.s056.t014 bn:00083181v
d159.s056.t015 bn:00101973a
d159.s056.t016 bn:00098342a
d159.s056.t017 bn:00005706n
d159.s056.t018 bn:00083181v
d159.s056.t019 bn:00017120n
d159.s056.t020 bn:00077773n
d159.s057.t000 bn:00032426n
d159.s057.t001 bn:00048242n
d159.s057.t002 bn:00083182v
d159.s057.t003 bn:00114626r
d159.s057.t004 bn:00060699n
d159.s057.t005 bn:00101771a
d159.s057.t006 bn:00053116n
d159.s057.t007 bn:00041942n
d159.s057.t008 bn:00015596n
d159.s057.t009 bn:00013597n
d159.s057.t010 bn:00088160v
d159.s057.t011 bn:00117172r
d159.s057.t012 bn:00084198v
d159.s057.t013 bn:00037283n
d159.s057.t014 bn:00052061n
d159.s057.t015 bn:00115830r
d159.s058.t000 bn:00101595a
d159.s058.t001 bn:00036478n
d159.s058.t002 bn:00111406a
d159.s058.t003 bn:00005706n
d159.s058.t004 bn:00086291v
d159.s058.t005 bn:00014155n
d159.s058.t006 bn:00077888n
d159.s058.t007 bn:00048242n
d159.s058.t008 bn:00114216r
d159.s058.t009 bn:00019319n
d159.s058.t010 bn:00071215n
d159.s058.t011 bn:00114626r
d159.s058.t012 bn:00085252v
d159.s058.t013 bn:00063354n
d159.s058.t014 bn:00087108v
d159.s058.t015 bn:00044128n
d159.s058.t016 bn:00082963v
d159.s058.t017 bn:00019966n
d159.s058.t018 bn:00102870a
d159.s058.t019 bn:00044128n
d159.s058.t020 bn:00062759n
d159.s059.t000 bn:00001744n
d159.s059.t001 bn:00111406a
d159.s059.t002 bn:00005706n
d159.s059.t003 bn:00092635v
d159.s059.t004 bn:00026550n
d159.s059.t005 bn:00084335v
d159.s059.t006 bn:00101000a
d159.s059.t007 bn:00061450n
d159.s059.t008 bn:00115972r
d159.s059.t009 bn:00104961a
d159.s059.t010 bn:00113440a
d159.s059.t011 bn:00044382n
d159.s059.t012 bn:00082995v
d159.s059.t013 bn:00101771a
d159.s059.t014 bn:00026342n
d159.s059.t015 bn:00051760n
d159.s059.t016 bn:00083181v
d159.s059.t017 bn:00110445a
d159.s060.t000 bn:00116382r
d159.s060.t001 bn:00049836n
d159.s060.t002 bn:00029667n
d159.s060.t003 bn:00046516n
d159.s060.t004 bn:00017134n
d159.s060.t005 bn:00015795n
d159.s060.t006 bn:00085720v
d159.s060.t007 bn:00001014n
d159.s060.t008 bn:00049836n
d159.s060.t009 bn:00083186v
d159.s060.t010 bn:00114079r
d159.s060.t011 bn:00115266r
d159.s060.t012 bn:00102277a
d159.s060.t013 bn:00001018n
d159.s060.t014 bn:00096798a
d159.s060.t015 bn:00014155n
d159.s060.t016 bn:00092204v
d159.s061.t000 bn:00101771a
d159.s061.t001 bn:00071215n
d159.s061.t002 bn:00085714v
d159.s061.t003 bn:00091135v
d159.s061.t004 bn:00103779a
d159.s061.t005 bn:00046272n
d159.s061.t006 bn:00006554n
d159.s061.t007 bn:00115958r
d159.s061.t008 bn:00037486n
d159.s061.t009 bn:00074595n
d159.s061.t010 bn:00108011a
d159.s061.t011 bn:00026342n
d159.s061.t012 bn:00083181v
d159.s061.t013 bn:00115742r
d159.s061.t014 bn:00071227n
d159.s061.t015 bn:00086682v
d159.s061.t016 bn:00082813v
d159.s061.t017 bn:00083181v
d159.s061.t018 bn:00097846a
d159.s061.t019 bn:00086370v
d159.s062.t000 bn:00082668v
d159.s062.t001 bn:00102379a
d159.s062.t002 bn:00028141n
d159.s062.t003 bn:00067421n
d159.s062.t004 bn:00082690v
d159.s062.t005 bn:00105981a
d159.s062.t006 bn:00111406a
d159.s062.t007 bn:00005706n
d159.s062.t008 bn:00085326v
d159.s062.t009 bn:00087151v
