d000.s00000.t00000 bn:00086431v
d000.s78153.t00000 bn:00098891a
d000.s78154.t00000 bn:00105981a
d000.s78155.t00000 bn:00027546n
d000.s78155.t00001 bn:00082757v
d000.s78156.t00000 bn:00027546n
d000.s78156.t00001 bn:00106058a
d000.s78156.t00002 bn:00016401n
d000.s78157.t00000 bn:00042759n
d000.s78157.t00001 bn:00040736n
d000.s78158.t00000 bn:00040736n
d000.s78159.t00000 bn:00040736n
d000.s78160.t00000 bn:00035907n
d000.s78161.t00000 bn:00062409n
d000.s78162.t00000 bn:00116360r
d000.s78162.t00001 bn:00017718n
d000.s78163.t00000 bn:00042102n
d000.s78163.t00001 bn:00115235r
d000.s78163.t00002 bn:00050208n
d000.s78164.t00000 bn:00116360r
d000.s78164.t00001 bn:00042102n
d000.s78164.t00002 bn:00050208n
d000.s78165.t00000 bn:00050541n
d000.s78165.t00001 bn:00035907n
d000.s78166.t00000 bn:00105977a
d000.s78166.t00001 bn:00050541n
d000.s78167.t00000 bn:00050541n
d000.s78168.t00000 bn:00116360r
d000.s78168.t00001 bn:00050541n
d000.s78169.t00000 bn:00099215a
d000.s78169.t00001 bn:00015411n
d000.s78169.t00002 bn:00000494n
d000.s78169.t00003 bn:00100493a
d000.s78170.t00000 bn:00047021n
d000.s78170.t00001 bn:00047307n
d000.s78171.t00000 bn:00116150r
d000.s78172.t00000 bn:00096293a
d000.s78173.t00000 bn:00100492a
d000.s78174.t00000 bn:00096217a
d000.s78174.t00001 bn:00047021n
d000.s78174.t00002 bn:00051846n
d000.s78174.t00003 bn:00021164n
d000.s78175.t00000 bn:00116360r
d000.s78175.t00001 bn:00116150r
d000.s78176.t00000 bn:00047307n
d000.s78176.t00001 bn:00000494n
d000.s78176.t00002 bn:00058494n
d000.s78177.t00000 bn:00108067a
d000.s78177.t00001 bn:00012893n
d000.s78178.t00000 bn:00115474r
d000.s78178.t00001 bn:00115235r
d000.s78178.t00002 bn:00050662n
d000.s78179.t00000 bn:00050541n
d000.s78180.t00000 bn:00116360r
d000.s78181.t00000 bn:00110562a
d000.s78181.t00001 bn:00006140n
d000.s78182.t00000 bn:00004293n
d000.s78183.t00000 bn:00027728n
d000.s78184.t00000 bn:00027728n
d000.s78185.t00000 bn:00114714r
d000.s78185.t00001 bn:00114784r
d000.s78186.t00000 bn:00050662n
d000.s78186.t00001 bn:00106125a
d000.s78187.t00000 bn:00117093r
d000.s78188.t00000 bn:00099215a
d000.s78188.t00001 bn:00090291v
d000.s78189.t00000 bn:00027749n
d000.s78189.t00001 bn:00050662n
d000.s78189.t00002 bn:00100315a
d000.s78190.t00000 bn:00106125a
d000.s78191.t00000 bn:00106125a
d000.s78192.t00000 bn:00082790v
d000.s78192.t00001 bn:00106125a
d000.s78192.t00002 bn:00027749n
d000.s78193.t00000 bn:00114784r
d000.s78194.t00000 bn:00035167n
d000.s78194.t00001 bn:00114784r
d000.s78194.t00002 bn:00106125a
d000.s78195.t00000 bn:00086601v
d000.s78195.t00001 bn:00019169n
d000.s78195.t00002 bn:00073311n
d000.s78195.t00003 bn:00087535v
d000.s78196.t00000 bn:00081546n
d000.s78196.t00001 bn:00106125a
d000.s78196.t00002 bn:00075644n
d000.s78197.t00000 bn:00006125n
d000.s78197.t00001 bn:00110562a
d000.s78198.t00000 bn:00042548n
d000.s78199.t00000 bn:00110562a
d000.s78200.t00000 bn:00110562a
d000.s78201.t00000 bn:00110562a
d000.s78202.t00000 bn:00027749n
d000.s78202.t00001 bn:00110562a
d000.s78203.t00000 bn:00110562a
d000.s78204.t00000 bn:00110562a
d000.s78205.t00000 bn:00093876v
d000.s78205.t00001 bn:00086115v
d000.s78206.t00000 bn:00114089r
d000.s78206.t00001 bn:00030718n
d000.s78207.t00000 bn:00106124a
d000.s78207.t00001 bn:00114714r
d000.s78207.t00002 bn:00111713a
d000.s78207.t00003 bn:00114784r
d000.s78207.t00004 bn:00060881n
d000.s78208.t00000 bn:00087620v
d000.s78209.t00000 bn:00087620v
d000.s78209.t00001 bn:00000086n
d000.s78210.t00000 bn:00114784r
d000.s78210.t00001 bn:00106124a
d000.s78210.t00002 bn:00022192n
d000.s78211.t00000 bn:00000086n
d000.s78212.t00000 bn:00114318r
d000.s78212.t00001 bn:00030719n
d000.s78213.t00000 bn:00096387a
d000.s78213.t00001 bn:00061605n
d000.s78214.t00000 bn:00106124a
d000.s78215.t00000 bn:00113459a
d000.s78216.t00000 bn:00106163a
d000.s78217.t00000 bn:00114784r
d000.s78218.t00000 bn:00087620v
d000.s78218.t00001 bn:00055794n
d000.s78219.t00000 bn:00107893a
d000.s78219.t00001 bn:00088629v
d000.s78219.t00002 bn:00025236n
d000.s78220.t00000 bn:00087617v
d000.s78220.t00001 bn:00115891r
d000.s78221.t00000 bn:00049573n
d000.s78221.t00001 bn:00035762n
d000.s78222.t00000 bn:00114714r
d000.s78222.t00001 bn:00111713a
d000.s78223.t00000 bn:00096125a
d000.s78223.t00001 bn:00029170n
d000.s78224.t00000 bn:00110561a
d000.s78224.t00001 bn:00029170n
d000.s78224.t00002 bn:00027749n
d000.s78225.t00000 bn:00062021n
d000.s78226.t00000 bn:00087620v
d000.s78226.t00001 bn:00098854a
d000.s78227.t00000 bn:00036941n
d000.s78227.t00001 bn:00099859a
d000.s78228.t00000 bn:00062021n
d000.s78228.t00001 bn:00075644n
d000.s78228.t00002 bn:00029170n
d000.s78228.t00003 bn:00114784r
d000.s78229.t00000 bn:00062021n
d000.s78229.t00001 bn:00075644n
d000.s78229.t00002 bn:00029170n
d000.s78229.t00003 bn:00114784r
d000.s78230.t00000 bn:00116360r
d000.s78230.t00001 bn:00017368n
d000.s78230.t00002 bn:00021045n
d000.s78230.t00003 bn:00093472v
d000.s78230.t00004 bn:00027260n
d000.s78230.t00005 bn:00025083n
d000.s78231.t00000 bn:00076924n
d000.s78232.t00000 bn:00022114n
d000.s78233.t00000 bn:00048878n
d000.s78234.t00000 bn:00106162a
d000.s78235.t00000 bn:00090321v
d000.s78235.t00001 bn:00050662n
d000.s78235.t00002 bn:00076924n
d000.s78236.t00000 bn:00083187v
d000.s78236.t00001 bn:00050662n
d000.s78237.t00000 bn:00051011n
d000.s78238.t00000 bn:00116360r
d000.s78239.t00000 bn:00111923a
d000.s78240.t00000 bn:00116360r
d000.s78241.t00000 bn:00042526n
d000.s78241.t00001 bn:00006125n
d000.s78242.t00000 bn:00111923a
d000.s78242.t00001 bn:00083202v
d000.s78243.t00000 bn:00111923a
d000.s78243.t00001 bn:00082344v
d000.s78244.t00000 bn:00116599r
d000.s78244.t00001 bn:00032412n
d000.s78244.t00002 bn:00116743r
d000.s78245.t00000 bn:00012893n
d000.s78246.t00000 bn:00015144n
d000.s78246.t00001 bn:00114064r
d000.s78247.t00000 bn:00116360r
d000.s78248.t00000 bn:00022066n
d000.s78248.t00001 bn:00046767n
d000.s78249.t00000 bn:00059958n
d000.s78250.t00000 bn:00106794a
d000.s78250.t00001 bn:00115235r
d000.s78250.t00002 bn:00062699n
d000.s78251.t00000 bn:00116360r
d000.s78252.t00000 bn:00116360r
d000.s78252.t00001 bn:00001559n
d000.s78253.t00000 bn:00027352n
d000.s78254.t00000 bn:00116483r
d000.s78255.t00000 bn:00116599r
d000.s78256.t00000 bn:00025170n
d000.s78256.t00001 bn:00061325n
d000.s78256.t00002 bn:00096562a
d000.s78256.t00003 bn:00043604n
d000.s78257.t00000 bn:00116280r
d000.s78258.t00000 bn:00109533a
d000.s78258.t00001 bn:00071708n
d000.s78259.t00000 bn:00098558a
d000.s78259.t00001 bn:00086520v
d000.s78259.t00002 bn:00029734n
d000.s78260.t00000 bn:00066164n
d000.s78261.t00000 bn:00025172n
d000.s78262.t00000 bn:00071707n
d000.s78263.t00000 bn:00099215a
d000.s78263.t00001 bn:00092745v
d000.s78264.t00000 bn:00106187a
d000.s78264.t00001 bn:00116360r
d000.s78265.t00000 bn:00061325n
d000.s78266.t00000 bn:00116360r
d000.s78266.t00001 bn:00025855n
d000.s78267.t00000 bn:00084069v
d000.s78267.t00001 bn:00007134n
d000.s78268.t00000 bn:00117485r
d000.s78269.t00000 bn:00104655a
d000.s78270.t00000 bn:00089999v
d000.s78271.t00000 bn:00062021n
d000.s78271.t00001 bn:00116498r
d000.s78272.t00000 bn:00114318r
d000.s78272.t00001 bn:00083904v
d000.s78273.t00000 bn:00014793n
d000.s78274.t00000 bn:00072892n
d000.s78274.t00001 bn:00022750n
d000.s78275.t00000 bn:00062021n
d000.s78275.t00001 bn:00062019n
d000.s78276.t00000 bn:00007134n
d000.s78276.t00001 bn:00114784r
d000.s78276.t00002 bn:00047044n
d000.s78277.t00000 bn:00000640n
d000.s78277.t00001 bn:00108685a
d000.s78277.t00002 bn:00007134n
d000.s78277.t00003 bn:00116360r
d000.s78277.t00004 bn:00109462a
d000.s78278.t00000 bn:00077553n
d000.s78279.t00000 bn:00106207a
d000.s78279.t00001 bn:00047044n
d000.s78280.t00000 bn:00086008v
d000.s78280.t00001 bn:00007134n
d000.s78281.t00000 bn:00007134n
d000.s78282.t00000 bn:00007134n
d000.s78283.t00000 bn:00033729n
d000.s78283.t00001 bn:00090943v
d000.s78283.t00002 bn:00116360r
d000.s78283.t00003 bn:00103988a
d000.s78284.t00000 bn:00007134n
d000.s78284.t00001 bn:00106429a
d000.s78285.t00000 bn:00080185n
d000.s78286.t00000 bn:00007134n
d000.s78286.t00001 bn:00100385a
d000.s78286.t00002 bn:00106209a
d000.s78287.t00000 bn:00114180r
d000.s78288.t00000 bn:00072892n
d000.s78289.t00000 bn:00047044n
d000.s78290.t00000 bn:00067346n
d000.s78290.t00001 bn:00047044n
d000.s78291.t00000 bn:00116360r
d000.s78292.t00000 bn:00114714r
d000.s78292.t00001 bn:00026502n
d000.s78292.t00002 bn:00056443n
d000.s78293.t00000 bn:00114714r
d000.s78293.t00001 bn:00026502n
d000.s78294.t00000 bn:00114714r
d000.s78294.t00001 bn:00026502n
d000.s78295.t00000 bn:00114714r
d000.s78295.t00001 bn:00026502n
d000.s78295.t00002 bn:00056443n
d000.s78296.t00000 bn:00114714r
d000.s78296.t00001 bn:00026502n
d000.s78297.t00000 bn:00114714r
d000.s78297.t00001 bn:00026502n
d000.s78297.t00002 bn:00056443n
d000.s78298.t00000 bn:00006994n
d000.s78299.t00000 bn:00116360r
d000.s78299.t00001 bn:00109140a
d000.s78299.t00002 bn:00006994n
d000.s78300.t00000 bn:00017762n
d000.s78300.t00001 bn:00082920v
d000.s78301.t00000 bn:00096494a
d000.s78301.t00001 bn:00115235r
d000.s78301.t00002 bn:00033729n
d000.s78302.t00000 bn:00018190n
d000.s78303.t00000 bn:00089889v
d000.s78304.t00000 bn:00086670v
d000.s78304.t00001 bn:00043140n
d000.s78305.t00000 bn:00117370r
d000.s78306.t00000 bn:00104798a
d000.s78306.t00001 bn:00089778v
d000.s78306.t00002 bn:00052121n
d000.s78307.t00000 bn:00097733a
d000.s78308.t00000 bn:00090362v
d000.s78308.t00001 bn:00096688a
d000.s78309.t00000 bn:00004710n
d000.s78310.t00000 bn:00027620n
d000.s78311.t00000 bn:00104687a
d000.s78311.t00001 bn:00090362v
d000.s78312.t00000 bn:00106198a
d000.s78313.t00000 bn:00001453n
d000.s78314.t00000 bn:00052121n
d000.s78314.t00001 bn:00025995n
d000.s78315.t00000 bn:00087778v
d000.s78315.t00001 bn:00001744n
d000.s78316.t00000 bn:00098277a
d000.s78316.t00001 bn:00033618n
d000.s78317.t00000 bn:00116360r
d000.s78317.t00001 bn:00106198a
d000.s78318.t00000 bn:00112813a
d000.s78319.t00000 bn:00101525a
d000.s78319.t00001 bn:00043823n
d000.s78320.t00000 bn:00087778v
d000.s78321.t00000 bn:00115404r
d000.s78321.t00001 bn:00106204a
d000.s78321.t00002 bn:00104991a
d000.s78322.t00000 bn:00052121n
d000.s78323.t00000 bn:00102608a
d000.s78323.t00001 bn:00031475n
d000.s78324.t00000 bn:00099241a
d000.s78324.t00001 bn:00117157r
d000.s78325.t00000 bn:00114583r
d000.s78325.t00001 bn:00115274r
d000.s78326.t00000 bn:00033729n
d000.s78326.t00001 bn:00052143n
d000.s78327.t00000 bn:00115274r
d000.s78328.t00000 bn:00115155r
d000.s78329.t00000 bn:00116455r
d000.s78329.t00001 bn:00052121n
d000.s78330.t00000 bn:00115404r
d000.s78330.t00001 bn:00053531n
d000.s78331.t00000 bn:00116360r
d000.s78332.t00000 bn:00116949r
d000.s78333.t00000 bn:00001744n
d000.s78334.t00000 bn:00102608a
d000.s78334.t00001 bn:00031475n
d000.s78334.t00002 bn:00052130n
d000.s78335.t00000 bn:00078802n
d000.s78335.t00001 bn:00003057n
d000.s78336.t00000 bn:00078802n
d000.s78337.t00000 bn:00088454v
d000.s78338.t00000 bn:00116498r
d000.s78339.t00000 bn:00027529n
d000.s78339.t00001 bn:00112714a
d000.s78339.t00002 bn:00103250a
d000.s78340.t00000 bn:00007886n
d000.s78341.t00000 bn:00007886n
d000.s78342.t00000 bn:00071731n
d000.s78342.t00001 bn:00071736n
d000.s78342.t00002 bn:00047044n
d000.s78342.t00003 bn:00106837a
d000.s78343.t00000 bn:00101790a
d000.s78343.t00001 bn:00071736n
d000.s78343.t00002 bn:00032401n
d000.s78343.t00003 bn:00033729n
d000.s78343.t00004 bn:00104225a
d000.s78343.t00005 bn:00111795a
d000.s78344.t00000 bn:00009472n
d000.s78344.t00001 bn:00009493n
d000.s78344.t00002 bn:00011119n
d000.s78345.t00000 bn:00009472n
d000.s78345.t00001 bn:00116360r
d000.s78345.t00002 bn:00009493n
d000.s78346.t00000 bn:00082921v
d000.s78346.t00001 bn:00006856n
d000.s78346.t00002 bn:00074123n
d000.s78347.t00000 bn:00099215a
d000.s78347.t00001 bn:00090547v
d000.s78347.t00002 bn:00082921v
d000.s78347.t00003 bn:00052712n
d000.s78348.t00000 bn:00104664a
d000.s78348.t00001 bn:00109723a
d000.s78349.t00000 bn:00099215a
d000.s78349.t00001 bn:00090547v
d000.s78350.t00000 bn:00099215a
d000.s78350.t00001 bn:00090547v
d000.s78351.t00000 bn:00042601n
d000.s78352.t00000 bn:00105056a
d000.s78352.t00001 bn:00071887n
d000.s78353.t00000 bn:00003268n
d000.s78353.t00001 bn:00021961n
d000.s78354.t00000 bn:00106765a
d000.s78354.t00001 bn:00003268n
d000.s78354.t00002 bn:00021961n
d000.s78355.t00000 bn:00106338a
d000.s78356.t00000 bn:00116360r
d000.s78357.t00000 bn:00106336a
d000.s78357.t00001 bn:00056469n
d000.s78357.t00002 bn:00055445n
d000.s78358.t00000 bn:00056469n
d000.s78358.t00001 bn:00055445n
d000.s78359.t00000 bn:00074791n
d000.s78359.t00001 bn:00096228a
d000.s78360.t00000 bn:00007985n
d000.s78360.t00001 bn:00000475n
d000.s78360.t00002 bn:00073205n
d000.s78360.t00003 bn:00096228a
d000.s78361.t00000 bn:00066152n
d000.s78362.t00000 bn:00061564n
d000.s78362.t00001 bn:00017749n
d000.s78363.t00000 bn:00106764a
d000.s78363.t00001 bn:00066152n
d000.s78364.t00000 bn:00105192a
d000.s78364.t00001 bn:00106764a
d000.s78365.t00000 bn:00116360r
d000.s78366.t00000 bn:00027790n
d000.s78366.t00001 bn:00025170n
d000.s78367.t00000 bn:00027790n
d000.s78367.t00001 bn:00025172n
d000.s78368.t00000 bn:00074831n
d000.s78368.t00001 bn:00081714n
d000.s78368.t00002 bn:00109964a
d000.s78369.t00000 bn:00099215a
d000.s78370.t00000 bn:00099215a
d000.s78371.t00000 bn:00099215a
d000.s78372.t00000 bn:00106377a
d000.s78372.t00001 bn:00001973n
d000.s78373.t00000 bn:00099215a
d000.s78374.t00000 bn:00046516n
d000.s78375.t00000 bn:00104799a
d000.s78376.t00000 bn:00001533n
d000.s78377.t00000 bn:00116360r
d000.s78377.t00001 bn:00001533n
d000.s78378.t00000 bn:00102888a
d000.s78378.t00001 bn:00113292a
d000.s78379.t00000 bn:00017762n
d000.s78379.t00001 bn:00112604a
d000.s78379.t00002 bn:00001533n
d000.s78380.t00000 bn:00070773n
d000.s78380.t00001 bn:00035324n
d000.s78380.t00002 bn:00084082v
d000.s78380.t00003 bn:00037679n
d000.s78381.t00000 bn:00001533n
d000.s78381.t00001 bn:00012569n
d000.s78382.t00000 bn:00099215a
d000.s78382.t00001 bn:00088080v
d000.s78382.t00002 bn:00059458n
d000.s78382.t00003 bn:00101592a
d000.s78383.t00000 bn:00115274r
d000.s78383.t00001 bn:00052990n
d000.s78383.t00002 bn:00037634n
d000.s78383.t00003 bn:00106355a
d000.s78384.t00000 bn:00099215a
d000.s78384.t00001 bn:00083336v
d000.s78385.t00000 bn:00070773n
d000.s78385.t00001 bn:00035324n
d000.s78385.t00002 bn:00084082v
d000.s78386.t00000 bn:00001530n
d000.s78386.t00001 bn:00034021n
d000.s78387.t00000 bn:00099215a
d000.s78387.t00001 bn:00084082v
d000.s78387.t00002 bn:00029913n
d000.s78388.t00000 bn:00059458n
d000.s78388.t00001 bn:00059943n
d000.s78389.t00000 bn:00017761n
d000.s78389.t00001 bn:00106355a
d000.s78389.t00002 bn:00101592a
d000.s78390.t00000 bn:00045825n
d000.s78390.t00001 bn:00110486a
d000.s78390.t00002 bn:00096935a
d000.s78391.t00000 bn:00017761n
d000.s78391.t00001 bn:00106942a
d000.s78391.t00002 bn:00106355a
d000.s78391.t00003 bn:00101592a
d000.s78392.t00000 bn:00004222n
d000.s78392.t00001 bn:00102884a
d000.s78392.t00002 bn:00106354a
d000.s78393.t00000 bn:00106355a
d000.s78394.t00000 bn:00102624a
d000.s78395.t00000 bn:00116360r
d000.s78395.t00001 bn:00037634n
d000.s78396.t00000 bn:00023774n
d000.s78397.t00000 bn:00023774n
d000.s78398.t00000 bn:00106431a
d000.s78399.t00000 bn:00006605n
d000.s78400.t00000 bn:00045286n
d000.s78400.t00001 bn:00106601a
d000.s78401.t00000 bn:00114739r
d000.s78402.t00000 bn:00116360r
d000.s78403.t00000 bn:00116360r
d000.s78403.t00001 bn:00006605n
d000.s78404.t00000 bn:00098820a
d000.s78405.t00000 bn:00116360r
d000.s78406.t00000 bn:00053518n
d000.s78407.t00000 bn:00114935r
d000.s78408.t00000 bn:00053518n
d000.s78409.t00000 bn:00109650a
d000.s78409.t00001 bn:00074009n
d000.s78410.t00000 bn:00053518n
d000.s78410.t00001 bn:00116098r
d000.s78411.t00000 bn:00116360r
d000.s78412.t00000 bn:00025582n
d000.s78412.t00001 bn:00010161n
d000.s78413.t00000 bn:00116950r
d000.s78414.t00000 bn:00116360r
d000.s78414.t00001 bn:00116950r
d000.s78415.t00000 bn:00116360r
d000.s78415.t00001 bn:00116950r
d000.s78416.t00000 bn:00116360r
d000.s78416.t00001 bn:00001530n
d000.s78417.t00000 bn:00106453a
d000.s78417.t00001 bn:00005023n
d000.s78417.t00002 bn:00053238n
d000.s78418.t00000 bn:00001533n
d000.s78419.t00000 bn:00001533n
d000.s78419.t00001 bn:00086799v
d000.s78419.t00002 bn:00001530n
d000.s78420.t00000 bn:00116360r
d000.s78420.t00001 bn:00001533n
d000.s78421.t00000 bn:00102886a
d000.s78422.t00000 bn:00099532a
d000.s78422.t00001 bn:00108295a
d000.s78422.t00002 bn:00001530n
d000.s78423.t00000 bn:00052801n
d000.s78424.t00000 bn:00100136a
d000.s78424.t00001 bn:00001530n
d000.s78424.t00002 bn:00091451v
d000.s78425.t00000 bn:00099532a
d000.s78425.t00001 bn:00115235r
d000.s78425.t00002 bn:00106503a
d000.s78426.t00000 bn:00001530n
d000.s78427.t00000 bn:00034453n
d000.s78428.t00000 bn:00104579a
d000.s78428.t00001 bn:00001533n
d000.s78428.t00002 bn:00001530n
d000.s78429.t00000 bn:00116360r
d000.s78429.t00001 bn:00001530n
d000.s78430.t00000 bn:00037633n
d000.s78431.t00000 bn:00107260a
d000.s78431.t00001 bn:00037633n
d000.s78432.t00000 bn:00099917a
d000.s78432.t00001 bn:00114152r
d000.s78433.t00000 bn:00104505a
d000.s78434.t00000 bn:00040736n
d000.s78434.t00001 bn:00072576n
d000.s78435.t00000 bn:00066995n
d000.s78436.t00000 bn:00116360r
d000.s78436.t00001 bn:00115858r
d000.s78437.t00000 bn:00116360r
d000.s78437.t00001 bn:00083597v
d000.s78437.t00002 bn:00115602r
d000.s78438.t00000 bn:00072576n
d000.s78439.t00000 bn:00115030r
d000.s78439.t00001 bn:00109659a
d000.s78439.t00002 bn:00115235r
d000.s78439.t00003 bn:00016403n
d000.s78439.t00004 bn:00048655n
d000.s78440.t00000 bn:00067030n
d000.s78440.t00001 bn:00115235r
d000.s78440.t00002 bn:00016403n
d000.s78440.t00003 bn:00048655n
d000.s78441.t00000 bn:00082901v
d000.s78442.t00000 bn:00011422n
d000.s78443.t00000 bn:00099215a
d000.s78443.t00001 bn:00083224v
d000.s78444.t00000 bn:00088489v
d000.s78445.t00000 bn:00034453n
d000.s78445.t00001 bn:00001530n
d000.s78446.t00000 bn:00098274a
d000.s78446.t00001 bn:00025966n
d000.s78447.t00000 bn:00116360r
d000.s78447.t00001 bn:00106505a
d000.s78448.t00000 bn:00074009n
d000.s78448.t00001 bn:00065079n
d000.s78448.t00002 bn:00001544n
d000.s78449.t00000 bn:00009677n
d000.s78449.t00001 bn:00010664n
d000.s78450.t00000 bn:00046870n
d000.s78450.t00001 bn:00025966n
d000.s78451.t00000 bn:00001938n
d000.s78451.t00001 bn:00115742r
d000.s78451.t00002 bn:00065079n
d000.s78451.t00003 bn:00026697n
d000.s78452.t00000 bn:00046870n
d000.s78452.t00001 bn:00105733a
d000.s78452.t00002 bn:00109240a
d000.s78453.t00000 bn:00004222n
d000.s78453.t00001 bn:00115235r
d000.s78453.t00002 bn:00082788v
d000.s78453.t00003 bn:00065079n
d000.s78453.t00004 bn:00001938n
d000.s78453.t00005 bn:00116360r
d000.s78453.t00006 bn:00115474r
d000.s78453.t00007 bn:00106505a
d000.s78454.t00000 bn:00046870n
d000.s78454.t00001 bn:00025966n
d000.s78454.t00002 bn:00105733a
d000.s78455.t00000 bn:00116360r
d000.s78455.t00001 bn:00115474r
d000.s78456.t00000 bn:00053885n
d000.s78457.t00000 bn:00053885n
d000.s78458.t00000 bn:00082790v
d000.s78458.t00001 bn:00001940n
d000.s78459.t00000 bn:00025966n
d000.s78459.t00001 bn:00115235r
d000.s78459.t00002 bn:00020452n
d000.s78460.t00000 bn:00025913n
d000.s78460.t00001 bn:00053885n
d000.s78461.t00000 bn:00025913n
d000.s78461.t00001 bn:00053885n
d000.s78462.t00000 bn:00099532a
d000.s78462.t00001 bn:00007630n
d000.s78463.t00000 bn:00025913n
d000.s78463.t00001 bn:00053885n
d000.s78464.t00000 bn:00080022n
d000.s78464.t00001 bn:00036686n
d000.s78464.t00002 bn:00018038n
d000.s78464.t00003 bn:00082901v
d000.s78464.t00004 bn:00100607a
d000.s78464.t00005 bn:00102969a
d000.s78465.t00000 bn:00035137n
d000.s78465.t00001 bn:00108685a
d000.s78465.t00002 bn:00001955n
d000.s78466.t00000 bn:00106506a
d000.s78467.t00000 bn:00103788a
d000.s78468.t00000 bn:00116360r
d000.s78468.t00001 bn:00001955n
d000.s78469.t00000 bn:00110235a
d000.s78469.t00001 bn:00070056n
d000.s78470.t00000 bn:00088629v
d000.s78471.t00000 bn:00116360r
d000.s78471.t00001 bn:00112604a
d000.s78472.t00000 bn:00021607n
d000.s78472.t00001 bn:00100892a
d000.s78472.t00002 bn:00082481v
d000.s78472.t00003 bn:00024485n
d000.s78473.t00000 bn:00116360r
d000.s78474.t00000 bn:00116360r
d000.s78474.t00001 bn:00088287v
d000.s78475.t00000 bn:00029170n
d000.s78475.t00001 bn:00040332n
d000.s78475.t00002 bn:00107587a
d000.s78476.t00000 bn:00040331n
d000.s78476.t00001 bn:00107587a
d000.s78477.t00000 bn:00106517a
d000.s78477.t00001 bn:00100144a
d000.s78477.t00002 bn:00098274a
d000.s78477.t00003 bn:00108829a
d000.s78478.t00000 bn:00106517a
d000.s78478.t00001 bn:00025965n
d000.s78479.t00000 bn:00106755a
d000.s78479.t00001 bn:00108829a
d000.s78480.t00000 bn:00109343a
d000.s78481.t00000 bn:00106058a
d000.s78481.t00001 bn:00107205a
d000.s78482.t00000 bn:00106058a
d000.s78482.t00001 bn:00035909n
d000.s78483.t00000 bn:00017761n
d000.s78483.t00001 bn:00106755a
d000.s78484.t00000 bn:00054009n
d000.s78485.t00000 bn:00054009n
d000.s78486.t00000 bn:00054009n
d000.s78487.t00000 bn:00105191a
d000.s78487.t00001 bn:00089806v
d000.s78488.t00000 bn:00099532a
d000.s78488.t00001 bn:00100302a
d000.s78489.t00000 bn:00097389a
d000.s78490.t00000 bn:00104687a
d000.s78491.t00000 bn:00077585n
d000.s78492.t00000 bn:00052556n
d000.s78493.t00000 bn:00001128n
d000.s78493.t00001 bn:00052556n
d000.s78494.t00000 bn:00106543a
d000.s78494.t00001 bn:00052571n
d000.s78495.t00000 bn:00054065n
d000.s78496.t00000 bn:00116360r
d000.s78496.t00001 bn:00106543a
d000.s78497.t00000 bn:00106584a
d000.s78497.t00001 bn:00083187v
d000.s78497.t00002 bn:00002191n
d000.s78497.t00003 bn:00108685a
d000.s78498.t00000 bn:00002191n
d000.s78498.t00001 bn:00086799v
d000.s78499.t00000 bn:00106584a
d000.s78500.t00000 bn:00029372n
d000.s78501.t00000 bn:00106291a
